1200000
0, 20.87259292602539
1, 20.819902420043945
2, 20.95508575439453
3, 20.938873291015625
4, 20.870685577392578
5, 20.792722702026367
6, 20.72286605834961
7, 20.594120025634766
8, 20.637989044189453
9, 20.66969871520996
10, 20.792007446289062
11, 21.295785903930664
12, 21.29650115966797
13, 21.05569839477539
14, 20.40719985961914
15, 20.51401138305664
-1, 20.82723379135132
1300000
0, 19.022464752197266
1, 19.054412841796875
2, 19.022226333618164
3, 19.078969955444336
4, 19.121408462524414
5, 18.97573471069336
6, 18.885374069213867
7, 18.6767578125
8, 18.797636032104492
9, 18.743515014648438
10, 18.777847290039062
11, 18.66602897644043
12, 18.67365837097168
13, 18.71490478515625
14, 18.555402755737305
15, 18.329143524169922
-1, 18.81846785545349
1400000
0, 17.79770851135254
1, 17.951488494873047
2, 17.87257194519043
3, 18.02659034729004
4, 17.93956756591797
5, 17.705440521240234
6, 17.845869064331055
7, 17.84825325012207
8, 17.786741256713867
9, 17.772197723388672
10, 17.795085906982422
11, 17.878055572509766
12, 17.928600311279297
13, 17.58408546447754
14, 17.61627197265625
15, 16.97254180908203
-1, 17.77006685733795
1500000
0, 16.823530197143555
1, 17.082691192626953
2, 17.045974731445312
3, 17.030954360961914
4, 17.12346076965332
5, 16.869783401489258
6, 17.12179183959961
7, 16.862869262695312
8, 16.860246658325195
9, 16.951322555541992
10, 16.89767837524414
11, 16.974925994873047
12, 16.933679580688477
13, 17.112016677856445
14, 17.09914207458496
15, 16.773700714111328
-1, 16.97273552417755
1600000
0, 15.957832336425781
1, 16.157865524291992
2, 16.171932220458984
3, 16.31617546081543
4, 16.00170135498047
5, 16.014814376831055
6, 15.913963317871094
7, 15.850067138671875
8, 15.664339065551758
9, 15.707731246948242
10, 15.704870223999023
11, 15.746593475341797
12, 15.769004821777344
13, 15.578985214233398
14, 15.447139739990234
15, 15.270709991455078
-1, 15.829607844352722
1700000
0, 15.806198120117188
1, 15.393972396850586
2, 15.458106994628906
3, 15.47551155090332
4, 15.468835830688477
5, 15.43569564819336
6, 15.212535858154297
7, 15.131711959838867
8, 15.074014663696289
9, 15.514850616455078
10, 15.433549880981445
11, 15.446186065673828
12, 15.626192092895508
13, 15.545368194580078
14, 15.030622482299805
15, 15.157222747802734
-1, 15.388160943984985
1800000
0, 14.566421508789062
1, 14.90020751953125
2, 14.77813720703125
3, 14.797687530517578
4, 14.778614044189453
5, 14.66512680053711
6, 14.48965072631836
7, 14.403820037841797
8, 14.19830322265625
9, 14.246702194213867
10, 14.193534851074219
11, 14.28532600402832
12, 14.296293258666992
13, 13.823509216308594
14, 14.268875122070312
15, 13.802766799926758
-1, 14.405936002731323
1900000
0, 13.894319534301758
1, 14.10365104675293
2, 14.104366302490234
3, 14.087677001953125
4, 14.189720153808594
5, 14.07933235168457
6, 13.821840286254883
7, 13.643026351928711
8, 14.148950576782227
9, 14.086008071899414
10, 14.1143798828125
11, 14.110803604125977
12, 14.194965362548828
13, 14.311790466308594
14, 14.058113098144531
15, 13.181924819946289
-1, 14.008179306983948
2000000
0, 13.288259506225586
1, 13.762950897216797
2, 13.784170150756836
3, 13.735771179199219
4, 13.61227035522461
5, 13.342857360839844
6, 13.395071029663086
7, 13.379812240600586
8, 13.891220092773438
9, 13.778924942016602
10, 13.875484466552734
11, 13.921022415161133
12, 13.728857040405273
13, 13.642549514770508
14, 13.713836669921875
15, 13.710737228393555
-1, 13.660237193107605
2100000
0, 13.217687606811523
1, 13.508796691894531
2, 13.269901275634766
3, 13.317346572875977
4, 13.276338577270508
5, 13.269424438476562
6, 13.276338577270508
7, 13.177633285522461
8, 12.951850891113281
9, 13.269424438476562
10, 13.395547866821289
11, 13.343572616577148
12, 13.302326202392578
13, 13.247013092041016
14, 13.17143440246582
15, 13.062477111816406
-1, 13.253569602966309
2200000
0, 12.785673141479492
1, 12.989044189453125
2, 12.896537780761719
3, 12.908220291137695
4, 12.803792953491211
5, 12.733936309814453
6, 12.660503387451172
7, 12.346506118774414
8, 12.418508529663086
9, 12.778520584106445
10, 12.78996467590332
11, 12.727975845336914
12, 12.552499771118164
13, 11.589527130126953
14, 12.366533279418945
15, 11.568069458007812
-1, 12.557238340377808
2300000
0, 12.163400650024414
1, 12.323617935180664
2, 12.359857559204102
3, 12.450695037841797
4, 12.357950210571289
5, 12.359142303466797
6, 12.270212173461914
7, 11.75379753112793
8, 12.244939804077148
9, 12.688159942626953
10, 12.588739395141602
11, 12.675285339355469
12, 12.581348419189453
13, 12.498855590820312
14, 12.155771255493164
15, 12.156963348388672
-1, 12.35179603099823
2400000
0, 12.151956558227539
1, 12.417078018188477
2, 12.506484985351562
3, 12.44664192199707
4, 12.224674224853516
5, 12.448549270629883
6, 12.352466583251953
7, 12.220382690429688
8, 14.499425888061523
9, 12.22372055053711
10, 12.343883514404297
11, 12.386083602905273
12, 12.43138313293457
13, 12.474298477172852
14, 12.213468551635742
15, 11.48533821105957
-1, 12.426614761352539
2500000
0, 11.921167373657227
1, 12.035369873046875
2, 11.96146011352539
3, 11.883735656738281
4, 11.9781494140625
5, 11.989355087280273
6, 11.767864227294922
7, 10.528802871704102
8, 10.83230972290039
9, 10.922670364379883
10, 11.151790618896484
11, 11.210203170776367
12, 11.040687561035156
13, 11.159181594848633
14, 10.703325271606445
15, 10.717153549194336
-1, 11.362701654434204
2600000
0, 11.99197769165039
1, 11.996030807495117
2, 11.942863464355469
3, 11.909246444702148
4, 11.70659065246582
5, 11.861562728881836
6, 11.784076690673828
7, 11.494636535644531
8, 11.607170104980469
9, 11.875391006469727
10, 11.949539184570312
11, 11.841058731079102
12, 11.540412902832031
13, 11.585712432861328
14, 10.56218147277832
15, 11.550188064575195
